 "y","U","k","epsilon","nut","tau_mu","tau_R","Pk","Tk","Dk","Peps","Teps","Deps","epsEps"
  0.5010000000E+02,  0.1549427843E+02,  0.2372418779E+01,  0.3514969291E-01,  0.1147859094E+02,  0.5574470483E-01,  0.6398706639E+00,  0.3566940129E-01, -0.8544642632E-03,  0.3852018041E-03,  0.7662914925E-03,  0.1840160832E-03,  0.3954968873E-04, -0.9890083591E-03
  0.5020000000E+02,  0.1549984590E+02,  0.2370113362E+01,  0.3505597347E-01,  0.1150143144E+02,  0.5560492918E-01,  0.6395362807E+00,  0.3556136960E-01, -0.8389143136E-03,  0.3839911962E-03,  0.7626747947E-03,  0.1835774470E-03,  0.3930124517E-04, -0.9847060001E-03
  0.5030000000E+02,  0.1550539942E+02,  0.2367811785E+01,  0.3496264705E-01,  0.1152422037E+02,  0.5546589587E-01,  0.6392012071E+00,  0.3545386759E-01, -0.8235020191E-03,  0.3827812571E-03,  0.7590820972E-03,  0.1831387576E-03,  0.3905480772E-04, -0.9804295954E-03
  0.5040000000E+02,  0.1551093908E+02,  0.2365514036E+01,  0.3486971117E-01,  0.1154695774E+02,  0.5532759910E-01,  0.6388654486E+00,  0.3534689142E-01, -0.8082260659E-03,  0.3815720783E-03,  0.7555131865E-03,  0.1827000391E-03,  0.3881035721E-04, -0.9761789368E-03
  0.5050000000E+02,  0.1551646494E+02,  0.2363220103E+01,  0.3477716340E-01,  0.1156964357E+02,  0.5519003307E-01,  0.6385290111E+00,  0.3524043724E-01, -0.7930851512E-03,  0.3803637488E-03,  0.7519678518E-03,  0.1822613155E-03,  0.3856787466E-04, -0.9719538182E-03
  0.5060000000E+02,  0.1552197708E+02,  0.2360929973E+01,  0.3468500131E-01,  0.1159227787E+02,  0.5505319208E-01,  0.6381919000E+00,  0.3513450125E-01, -0.7780779917E-03,  0.3791563551E-03,  0.7484458845E-03,  0.1818226100E-03,  0.3832734129E-04, -0.9677540357E-03
  0.5070000000E+02,  0.1552747558E+02,  0.2358643634E+01,  0.3459322249E-01,  0.1161486065E+02,  0.5491707047E-01,  0.6378541209E+00,  0.3502907971E-01, -0.7632033150E-03,  0.3779499814E-03,  0.7449470784E-03,  0.1813839456E-03,  0.3808873854E-04, -0.9635793870E-03
  0.5080000000E+02,  0.1553296050E+02,  0.2356361075E+01,  0.3450182455E-01,  0.1163739194E+02,  0.5478166263E-01,  0.6375156793E+00,  0.3492416887E-01, -0.7484598539E-03,  0.3767447107E-03,  0.7414712291E-03,  0.1809453446E-03,  0.3785204804E-04, -0.9594296723E-03
  0.5090000000E+02,  0.1553843191E+02,  0.2354082284E+01,  0.3441080514E-01,  0.1165987176E+02,  0.5464696301E-01,  0.6371765807E+00,  0.3481976504E-01, -0.7338463619E-03,  0.3755406229E-03,  0.7380181350E-03,  0.1805068291E-03,  0.3761725160E-04, -0.9553046934E-03
  0.5100000000E+02,  0.1554388989E+02,  0.2351807248E+01,  0.3432016190E-01,  0.1168230012E+02,  0.5451296611E-01,  0.6368368304E+00,  0.3471586455E-01, -0.7193616015E-03,  0.3743377964E-03,  0.7345875963E-03,  0.1800684206E-03,  0.3738433125E-04, -0.9512042541E-03
  0.5110000000E+02,  0.1554933450E+02,  0.2349535956E+01,  0.3422989251E-01,  0.1170467704E+02,  0.5437966649E-01,  0.6364964338E+00,  0.3461246379E-01, -0.7050043489E-03,  0.3731363073E-03,  0.7311794155E-03,  0.1796301403E-03,  0.3715326919E-04, -0.9471281602E-03
  0.5120000000E+02,  0.1555476582E+02,  0.2347268394E+01,  0.3413999464E-01,  0.1172700254E+02,  0.5424705876E-01,  0.6361553961E+00,  0.3450955915E-01, -0.6907733869E-03,  0.3719362303E-03,  0.7277933971E-03,  0.1791920088E-03,  0.3692404782E-04, -0.9430762194E-03
  0.5130000000E+02,  0.1556018391E+02,  0.2345004552E+01,  0.3405046602E-01,  0.1174927665E+02,  0.5411513758E-01,  0.6358137225E+00,  0.3440714707E-01, -0.6766675196E-03,  0.3707376373E-03,  0.7244293478E-03,  0.1787540464E-03,  0.3669664973E-04, -0.9390482411E-03
  0.5140000000E+02,  0.1556558885E+02,  0.2342744418E+01,  0.3396130436E-01,  0.1177149939E+02,  0.5398389767E-01,  0.6354714182E+00,  0.3430522401E-01, -0.6626855524E-03,  0.3695405993E-03,  0.7210870764E-03,  0.1783162730E-03,  0.3647105769E-04, -0.9350440369E-03
  0.5150000000E+02,  0.1557098069E+02,  0.2340487979E+01,  0.3387250742E-01,  0.1179367077E+02,  0.5385333378E-01,  0.6351284884E+00,  0.3420378648E-01, -0.6488263100E-03,  0.3683451847E-03,  0.7177663937E-03,  0.1778787081E-03,  0.3624725464E-04, -0.9310634198E-03
  0.5160000000E+02,  0.1557635952E+02,  0.2338235223E+01,  0.3378407294E-01,  0.1181579082E+02,  0.5372344073E-01,  0.6347849381E+00,  0.3410283100E-01, -0.6350886252E-03,  0.3671514606E-03,  0.7144671125E-03,  0.1774413707E-03,  0.3602522374E-04, -0.9271062049E-03
  0.5170000000E+02,  0.1558172538E+02,  0.2335986139E+01,  0.3369599872E-01,  0.1183785958E+02,  0.5359421338E-01,  0.6344407722E+00,  0.3400235413E-01, -0.6214713422E-03,  0.3659594921E-03,  0.7111890477E-03,  0.1770042795E-03,  0.3580494828E-04, -0.9231722091E-03
  0.5180000000E+02,  0.1558707836E+02,  0.2333740714E+01,  0.3360828255E-01,  0.1185987705E+02,  0.5346564666E-01,  0.6340959959E+00,  0.3390235246E-01, -0.6079733173E-03,  0.3647693427E-03,  0.7079320161E-03,  0.1765674530E-03,  0.3558641176E-04, -0.9192612509E-03
  0.5190000000E+02,  0.1559241851E+02,  0.2331498938E+01,  0.3352092224E-01,  0.1188184328E+02,  0.5333773551E-01,  0.6337506140E+00,  0.3380282263E-01, -0.5945934177E-03,  0.3635810741E-03,  0.7046958364E-03,  0.1761309089E-03,  0.3536959785E-04, -0.9153731506E-03
  0.5200000000E+02,  0.1559774591E+02,  0.2329260797E+01,  0.3343391563E-01,  0.1190375828E+02,  0.5321047494E-01,  0.6334046314E+00,  0.3370376127E-01, -0.5813305229E-03,  0.3623947465E-03,  0.7014803292E-03,  0.1756946649E-03,  0.3515449039E-04, -0.9115077304E-03
  0.5210000000E+02,  0.1560306061E+02,  0.2327026280E+01,  0.3334726056E-01,  0.1192562208E+02,  0.5308386002E-01,  0.6330580529E+00,  0.3360516507E-01, -0.5681835201E-03,  0.3612104184E-03,  0.6982853172E-03,  0.1752587382E-03,  0.3494107339E-04, -0.9076648140E-03
  0.5220000000E+02,  0.1560836268E+02,  0.2324795375E+01,  0.3326095491E-01,  0.1194743471E+02,  0.5295788585E-01,  0.6327108833E+00,  0.3350703073E-01, -0.5551513101E-03,  0.3600281467E-03,  0.6951106249E-03,  0.1748231457E-03,  0.3472933102E-04, -0.9038442268E-03
  0.5230000000E+02,  0.1561365218E+02,  0.2322568070E+01,  0.3317499655E-01,  0.1196919620E+02,  0.5283254757E-01,  0.6323631273E+00,  0.3340935500E-01, -0.5422328018E-03,  0.3588479871E-03,  0.6919560784E-03,  0.1743879038E-03,  0.3451924764E-04, -0.9000457961E-03
  0.5240000000E+02,  0.1561892919E+02,  0.2320344354E+01,  0.3308938338E-01,  0.1199090657E+02,  0.5270784038E-01,  0.6320147897E+00,  0.3331213465E-01, -0.5294269172E-03,  0.3576699932E-03,  0.6888215060E-03,  0.1739530288E-03,  0.3431080776E-04, -0.8962693505E-03
  0.5250000000E+02,  0.1562419375E+02,  0.2318124214E+01,  0.3300411331E-01,  0.1201256587E+02,  0.5258375952E-01,  0.6316658750E+00,  0.3321536647E-01, -0.5167325904E-03,  0.3564942174E-03,  0.6857067375E-03,  0.1735185365E-03,  0.3410399605E-04, -0.8925147207E-03
  0.5260000000E+02,  0.1562944594E+02,  0.2315907640E+01,  0.3291918429E-01,  0.1203417412E+02,  0.5246030029E-01,  0.6313163878E+00,  0.3311904728E-01, -0.5041487587E-03,  0.3553207111E-03,  0.6826116048E-03,  0.1730844424E-03,  0.3389879735E-04, -0.8887817385E-03
  0.5270000000E+02,  0.1563468581E+02,  0.2313694618E+01,  0.3283459426E-01,  0.1205573134E+02,  0.5233745800E-01,  0.6309663328E+00,  0.3302317394E-01, -0.4916743772E-03,  0.3541495235E-03,  0.6795359412E-03,  0.1726507616E-03,  0.3369519667E-04, -0.8850702376E-03
  0.5280000000E+02,  0.1563991343E+02,  0.2311485138E+01,  0.3275034117E-01,  0.1207723758E+02,  0.5221522803E-01,  0.6306157143E+00,  0.3292774332E-01, -0.4793084077E-03,  0.3529807029E-03,  0.6764795821E-03,  0.1722175091E-03,  0.3349317915E-04, -0.8813800533E-03
  0.5290000000E+02,  0.1564512886E+02,  0.2309279188E+01,  0.3266642302E-01,  0.1209869287E+02,  0.5209360580E-01,  0.6302645370E+00,  0.3283275234E-01, -0.4670498219E-03,  0.3518142962E-03,  0.6734423643E-03,  0.1717846995E-03,  0.3329273010E-04, -0.8777110224E-03
  0.5300000000E+02,  0.1565033215E+02,  0.2307076756E+01,  0.3258283780E-01,  0.1212009723E+02,  0.5197258676E-01,  0.6299128051E+00,  0.3273819792E-01, -0.4548976028E-03,  0.3506503488E-03,  0.6704241266E-03,  0.1713523468E-03,  0.3309383501E-04, -0.8740629832E-03
  0.5310000000E+02,  0.1565552338E+02,  0.2304877831E+01,  0.3249958352E-01,  0.1214145071E+02,  0.5185216643E-01,  0.6295605231E+00,  0.3264407702E-01, -0.4428507402E-03,  0.3494889053E-03,  0.6674247091E-03,  0.1709204652E-03,  0.3289647948E-04, -0.8704357755E-03
  0.5320000000E+02,  0.1566070259E+02,  0.2302682400E+01,  0.3241665820E-01,  0.1216275334E+02,  0.5173234034E-01,  0.6292076954E+00,  0.3255038664E-01, -0.4309082398E-03,  0.3483300081E-03,  0.6644439540E-03,  0.1704890682E-03,  0.3270064928E-04, -0.8668292408E-03
  0.5330000000E+02,  0.1566586984E+02,  0.2300490453E+01,  0.3233405988E-01,  0.1218400516E+02,  0.5161310407E-01,  0.6288543261E+00,  0.3245712378E-01, -0.4190691091E-03,  0.3471736994E-03,  0.6614817048E-03,  0.1700581693E-03,  0.3250633034E-04, -0.8632432219E-03
  0.5340000000E+02,  0.1567102521E+02,  0.2298301978E+01,  0.3225178663E-01,  0.1220520619E+02,  0.5149445326E-01,  0.6285004196E+00,  0.3236428549E-01, -0.4073323712E-03,  0.3460200195E-03,  0.6585378067E-03,  0.1696277814E-03,  0.3231350872E-04, -0.8596775631E-03
  0.5350000000E+02,  0.1567616873E+02,  0.2296116962E+01,  0.3216983652E-01,  0.1222635648E+02,  0.5137638357E-01,  0.6281459802E+00,  0.3227186882E-01, -0.3956970557E-03,  0.3448690078E-03,  0.6556121066E-03,  0.1691979174E-03,  0.3212217064E-04, -0.8561321104E-03
  0.5360000000E+02,  0.1568130048E+02,  0.2293935396E+01,  0.3208820762E-01,  0.1224745606E+02,  0.5125889071E-01,  0.6277910119E+00,  0.3217987087E-01, -0.3841622040E-03,  0.3437207023E-03,  0.6527044530E-03,  0.1687685898E-03,  0.3193230245E-04, -0.8526067109E-03
  0.5370000000E+02,  0.1568642051E+02,  0.2291757266E+01,  0.3200689805E-01,  0.1226850498E+02,  0.5114197042E-01,  0.6274355188E+00,  0.3208828875E-01, -0.3727268600E-03,  0.3425751403E-03,  0.6498146957E-03,  0.1683398108E-03,  0.3174389067E-04, -0.8491012134E-03
  0.5380000000E+02,  0.1569152888E+02,  0.2289582563E+01,  0.3192590592E-01,  0.1228950327E+02,  0.5102561849E-01,  0.6270795052E+00,  0.3199711960E-01, -0.3613900892E-03,  0.3414323574E-03,  0.6469426862E-03,  0.1679115924E-03,  0.3155692192E-04, -0.8456154679E-03
  0.5390000000E+02,  0.1569662564E+02,  0.2287411273E+01,  0.3184522936E-01,  0.1231045097E+02,  0.5090983074E-01,  0.6267229751E+00,  0.3190636058E-01, -0.3501509517E-03,  0.3402923887E-03,  0.6440882777E-03,  0.1674839464E-03,  0.3137138299E-04, -0.8421493259E-03
  0.5400000000E+02,  0.1570171084E+02,  0.2285243387E+01,  0.3176486651E-01,  0.1233134812E+02,  0.5079460303E-01,  0.6263659324E+00,  0.3181600888E-01, -0.3390085280E-03,  0.3391552678E-03,  0.6412513246E-03,  0.1670568842E-03,  0.3118726080E-04, -0.8387026404E-03
  0.5410000000E+02,  0.1570678456E+02,  0.2283078892E+01,  0.3168481554E-01,  0.1235219476E+02,  0.5067993126E-01,  0.6260083812E+00,  0.3172606172E-01, -0.3279619017E-03,  0.3380210274E-03,  0.6384316830E-03,  0.1666304169E-03,  0.3100454240E-04, -0.8352752657E-03
  0.5420000000E+02,  0.1571184683E+02,  0.2280917777E+01,  0.3160507461E-01,  0.1237299093E+02,  0.5056581137E-01,  0.6256503254E+00,  0.3163651633E-01, -0.3170101649E-03,  0.3368896994E-03,  0.6356292103E-03,  0.1662045556E-03,  0.3082321499E-04, -0.8318670572E-03
  0.5430000000E+02,  0.1571689772E+02,  0.2278760032E+01,  0.3152564191E-01,  0.1239373667E+02,  0.5045223933E-01,  0.6252917689E+00,  0.3154736998E-01, -0.3061524238E-03,  0.3357613141E-03,  0.6328437654E-03,  0.1657793109E-03,  0.3064326589E-04, -0.8284778720E-03
  0.5440000000E+02,  0.1572193728E+02,  0.2276605644E+01,  0.3144651564E-01,  0.1241443203E+02,  0.5033921116E-01,  0.6249327155E+00,  0.3145861993E-01, -0.2953877851E-03,  0.3346359017E-03,  0.6300752088E-03,  0.1653546934E-03,  0.3046468256E-04, -0.8251075683E-03
  0.5450000000E+02,  0.1572696556E+02,  0.2274454602E+01,  0.3136769402E-01,  0.1243507705E+02,  0.5022672290E-01,  0.6245731692E+00,  0.3137026350E-01, -0.2847153716E-03,  0.3335134906E-03,  0.6273234022E-03,  0.1649307132E-03,  0.3028745258E-04, -0.8217560058E-03
  0.5460000000E+02,  0.1573198262E+02,  0.2272306895E+01,  0.3128917528E-01,  0.1245567177E+02,  0.5011477063E-01,  0.6242131338E+00,  0.3128229802E-01, -0.2741343082E-03,  0.3323941089E-03,  0.6245882088E-03,  0.1645073804E-03,  0.3011156367E-04, -0.8184230453E-03
  0.5470000000E+02,  0.1573698851E+02,  0.2270162513E+01,  0.3121095765E-01,  0.1247621623E+02,  0.5000335047E-01,  0.6238526129E+00,  0.3119472084E-01, -0.2636437350E-03,  0.3312777832E-03,  0.6218694932E-03,  0.1640847048E-03,  0.2993700367E-04, -0.8151085489E-03
  0.5480000000E+02,  0.1574198329E+02,  0.2268021443E+01,  0.3113303939E-01,  0.1249671049E+02,  0.4989245857E-01,  0.6234916103E+00,  0.3110752934E-01, -0.2532427923E-03,  0.3301645399E-03,  0.6191671212E-03,  0.1636626959E-03,  0.2976376055E-04, -0.8118123802E-03
  0.5490000000E+02,  0.1574696701E+02,  0.2265883674E+01,  0.3105541877E-01,  0.1251715458E+02,  0.4978209113E-01,  0.6231301297E+00,  0.3102072090E-01, -0.2429306359E-03,  0.3290544038E-03,  0.6164809603E-03,  0.1632413630E-03,  0.2959182240E-04, -0.8085344038E-03
  0.5500000000E+02,  0.1575193971E+02,  0.2263749197E+01,  0.3097809407E-01,  0.1253754854E+02,  0.4967224435E-01,  0.6227681748E+00,  0.3093429296E-01, -0.2327064246E-03,  0.3279473995E-03,  0.6138108788E-03,  0.1628207153E-03,  0.2942117744E-04, -0.8052744855E-03
  0.5510000000E+02,  0.1575690146E+02,  0.2261617998E+01,  0.3090106358E-01,  0.1255789244E+02,  0.4956291451E-01,  0.6224057492E+00,  0.3084824294E-01, -0.2225693276E-03,  0.3268435502E-03,  0.6111567469E-03,  0.1624007617E-03,  0.2925181400E-04, -0.8020324926E-03
  0.5520000000E+02,  0.1576185229E+02,  0.2259490069E+01,  0.3082432560E-01,  0.1257818630E+02,  0.4945409788E-01,  0.6220428565E+00,  0.3076256831E-01, -0.2125185248E-03,  0.3257428785E-03,  0.6085184357E-03,  0.1619815108E-03,  0.2908372055E-04, -0.7988082935E-03
  0.5530000000E+02,  0.1576679228E+02,  0.2257365396E+01,  0.3074787847E-01,  0.1259843019E+02,  0.4934579079E-01,  0.6216795002E+00,  0.3067726656E-01, -0.2025531948E-03,  0.3246454066E-03,  0.6058958177E-03,  0.1615629712E-03,  0.2891688565E-04, -0.7956017576E-03
  0.5540000000E+02,  0.1577172145E+02,  0.2255243970E+01,  0.3067172050E-01,  0.1261862414E+02,  0.4923798959E-01,  0.6213156840E+00,  0.3059233518E-01, -0.1926725316E-03,  0.3235511553E-03,  0.6032887667E-03,  0.1611451511E-03,  0.2875129802E-04, -0.7924127558E-03
  0.5550000000E+02,  0.1577663987E+02,  0.2253125780E+01,  0.3059585005E-01,  0.1263876820E+02,  0.4913069068E-01,  0.6209514111E+00,  0.3050777170E-01, -0.1828757406E-03,  0.3224601447E-03,  0.6006971578E-03,  0.1607280587E-03,  0.2858694645E-04, -0.7892411600E-03
  0.5560000000E+02,  0.1578154759E+02,  0.2251010814E+01,  0.3052026546E-01,  0.1265886243E+02,  0.4902389046E-01,  0.6205866853E+00,  0.3042357368E-01, -0.1731620223E-03,  0.3213723947E-03,  0.5981208673E-03,  0.1603117019E-03,  0.2842381988E-04, -0.7860868432E-03
  0.5570000000E+02,  0.1578644465E+02,  0.2248899062E+01,  0.3044496512E-01,  0.1267890687E+02,  0.4891758539E-01,  0.6202215097E+00,  0.3033973867E-01, -0.1635305944E-03,  0.3202879239E-03,  0.5955597725E-03,  0.1598960883E-03,  0.2826190734E-04, -0.7829496798E-03
  0.5580000000E+02,  0.1579133111E+02,  0.2246790513E+01,  0.3036994739E-01,  0.1269890158E+02,  0.4881177196E-01,  0.6198558880E+00,  0.3025626425E-01, -0.1539806821E-03,  0.3192067502E-03,  0.5930137524E-03,  0.1594812255E-03,  0.2810119799E-04, -0.7798295451E-03
  0.5590000000E+02,  0.1579620701E+02,  0.2244685156E+01,  0.3029521068E-01,  0.1271884659E+02,  0.4870644668E-01,  0.6194898234E+00,  0.3017314805E-01, -0.1445115076E-03,  0.3181288916E-03,  0.5904826867E-03,  0.1590671209E-03,  0.2794168109E-04, -0.7767263155E-03
  0.5600000000E+02,  0.1580107240E+02,  0.2242582980E+01,  0.3022075338E-01,  0.1273874197E+02,  0.4860160608E-01,  0.6191233192E+00,  0.3009038768E-01, -0.1351223182E-03,  0.3170543640E-03,  0.5879664567E-03,  0.1586537815E-03,  0.2778334602E-04, -0.7736398688E-03
  0.5610000000E+02,  0.1580592733E+02,  0.2240483974E+01,  0.3014657391E-01,  0.1275858776E+02,  0.4849724676E-01,  0.6187563788E+00,  0.3000798079E-01, -0.1258123513E-03,  0.3159831839E-03,  0.5854649445E-03,  0.1582412144E-03,  0.2762618225E-04, -0.7705700836E-03
  0.5620000000E+02,  0.1581077185E+02,  0.2238388129E+01,  0.3007267071E-01,  0.1277838401E+02,  0.4839336530E-01,  0.6183890055E+00,  0.2992592504E-01, -0.1165808607E-03,  0.3149153665E-03,  0.5829780336E-03,  0.1578294263E-03,  0.2747017938E-04, -0.7675168397E-03
  0.5630000000E+02,  0.1581560600E+02,  0.2236295433E+01,  0.2999904221E-01,  0.1279813078E+02,  0.4828995835E-01,  0.6180212025E+00,  0.2984421813E-01, -0.1074271041E-03,  0.3138509267E-03,  0.5805056086E-03,  0.1574184240E-03,  0.2731532711E-04, -0.7644800182E-03
  0.5640000000E+02,  0.1582042984E+02,  0.2234205875E+01,  0.2992568686E-01,  0.1281782812E+02,  0.4818702257E-01,  0.6176529730E+00,  0.2976285775E-01, -0.9835034901E-04,  0.3127898784E-03,  0.5780475552E-03,  0.1570082138E-03,  0.2716161523E-04, -0.7614595008E-03
  0.5650000000E+02,  0.1582524340E+02,  0.2232119445E+01,  0.2985260313E-01,  0.1283747608E+02,  0.4808455464E-01,  0.6172843203E+00,  0.2968184163E-01, -0.8934986608E-04,  0.3117322351E-03,  0.5756037601E-03,  0.1565988022E-03,  0.2700903365E-04, -0.7584551706E-03
  0.5660000000E+02,  0.1583004675E+02,  0.2230036132E+01,  0.2977978949E-01,  0.1285707472E+02,  0.4798255131E-01,  0.6169152474E+00,  0.2960116751E-01, -0.8042493523E-04,  0.3106780098E-03,  0.5731741115E-03,  0.1561901951E-03,  0.2685757238E-04, -0.7554669117E-03
  0.5670000000E+02,  0.1583483991E+02,  0.2227955926E+01,  0.2970724442E-01,  0.1287662408E+02,  0.4788100930E-01,  0.6165457575E+00,  0.2952083315E-01, -0.7157484313E-04,  0.3096272146E-03,  0.5707584982E-03,  0.1557823986E-03,  0.2670722153E-04, -0.7524946091E-03
  0.5680000000E+02,  0.1583962295E+02,  0.2225878817E+01,  0.2963496643E-01,  0.1289612423E+02,  0.4777992541E-01,  0.6161758537E+00,  0.2944083633E-01, -0.6279888261E-04,  0.3085798614E-03,  0.5683568104E-03,  0.1553754186E-03,  0.2655797130E-04, -0.7495381491E-03
  0.5690000000E+02,  0.1584439590E+02,  0.2223804793E+01,  0.2956295401E-01,  0.1291557521E+02,  0.4767929644E-01,  0.6158055391E+00,  0.2936117485E-01, -0.5409635338E-04,  0.3075359612E-03,  0.5659689391E-03,  0.1549692606E-03,  0.2640981202E-04, -0.7465974186E-03
  0.5700000000E+02,  0.1584915881E+02,  0.2221733845E+01,  0.2949120570E-01,  0.1293497708E+02,  0.4757911922E-01,  0.6154348168E+00,  0.2928184652E-01, -0.4546656039E-04,  0.3064955248E-03,  0.5635947768E-03,  0.1545639302E-03,  0.2626273409E-04, -0.7436723059E-03
  0.5710000000E+02,  0.1585391172E+02,  0.2219665961E+01,  0.2941972001E-01,  0.1295432991E+02,  0.4747939061E-01,  0.6150636897E+00,  0.2920284917E-01, -0.3690881849E-04,  0.3054585621E-03,  0.5612342166E-03,  0.1541594328E-03,  0.2611672800E-04, -0.7407627000E-03
  0.5720000000E+02,  0.1585865469E+02,  0.2217601132E+01,  0.2934849549E-01,  0.1297363373E+02,  0.4738010750E-01,  0.6146921608E+00,  0.2912418066E-01, -0.2842244511E-04,  0.3044250827E-03,  0.5588871528E-03,  0.1537557735E-03,  0.2597178437E-04, -0.7378684911E-03
  0.5730000000E+02,  0.1586338774E+02,  0.2215539348E+01,  0.2927753069E-01,  0.1299288861E+02,  0.4728126681E-01,  0.6143202332E+00,  0.2904583885E-01, -0.2000676661E-04,  0.3033950956E-03,  0.5565534807E-03,  0.1533529575E-03,  0.2582789389E-04, -0.7349895702E-03
  0.5740000000E+02,  0.1586811094E+02,  0.2213480597E+01,  0.2920682416E-01,  0.1301209461E+02,  0.4718286548E-01,  0.6139479097E+00,  0.2896782164E-01, -0.1166111493E-04,  0.3023686094E-03,  0.5542330967E-03,  0.1529509897E-03,  0.2568504735E-04, -0.7321258294E-03
  0.5750000000E+02,  0.1587282432E+02,  0.2211424870E+01,  0.2913637449E-01,  0.1303125178E+02,  0.4708490048E-01,  0.6135751933E+00,  0.2889012692E-01, -0.3384830029E-05,  0.3013456319E-03,  0.5519258980E-03,  0.1525498749E-03,  0.2554323563E-04, -0.7292771616E-03
  0.5760000000E+02,  0.1587752792E+02,  0.2209372157E+01,  0.2906618025E-01,  0.1305036018E+02,  0.4698736880E-01,  0.6132020869E+00,  0.2881275260E-01,  0.4822749942E-05,  0.3003261712E-03,  0.5496317830E-03,  0.1521496178E-03,  0.2540244970E-04, -0.7264434608E-03
  0.5770000000E+02,  0.1588222179E+02,  0.2207322447E+01,  0.2899624003E-01,  0.1306941987E+02,  0.4689026745E-01,  0.6128285933E+00,  0.2873569664E-01,  0.1296226652E-04,  0.2993102338E-03,  0.5473506510E-03,  0.1517502228E-03,  0.2526268064E-04, -0.7236246218E-03
  0.5780000000E+02,  0.1588690597E+02,  0.2205275729E+01,  0.2892655244E-01,  0.1308843091E+02,  0.4679359349E-01,  0.6124547154E+00,  0.2865895698E-01,  0.2103436808E-04,  0.2982978267E-03,  0.5450824022E-03,  0.1513516944E-03,  0.2512391959E-04, -0.7208205404E-03
  0.5790000000E+02,  0.1589158051E+02,  0.2203231995E+01,  0.2885711609E-01,  0.1310739335E+02,  0.4669734399E-01,  0.6120804559E+00,  0.2858253160E-01,  0.2903969064E-04,  0.2972889559E-03,  0.5428269377E-03,  0.1509540368E-03,  0.2498615781E-04, -0.7180311133E-03
  0.5800000000E+02,  0.1589624544E+02,  0.2201191234E+01,  0.2878792960E-01,  0.1312630725E+02,  0.4660151603E-01,  0.6117058177E+00,  0.2850641847E-01,  0.3697886591E-04,  0.2962836273E-03,  0.5405841598E-03,  0.1505572542E-03,  0.2484938662E-04, -0.7152562380E-03
